region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Astrahan oblast,2020-05-02,nowcast,1.1,0.9,1.3,1,1.2,0.19
Astrahan oblast,2020-05-03,nowcast,1.1,0.9,1.3,1,1.2,0.19
Astrahan oblast,2020-05-04,nowcast,1.1,0.9,1.3,1,1.2,0.2
Astrahan oblast,2020-05-05,nowcast,1.1,0.9,1.3,1,1.2,0.19
Astrahan oblast,2020-05-06,nowcast,1.1,0.9,1.3,1,1.2,0.23
Astrahan oblast,2020-05-07,nowcast,1.1,0.9,1.3,1,1.2,0.24
Astrahan oblast,2020-05-08,nowcast,1.1,0.9,1.3,1,1.1,0.26
Astrahan oblast,2020-05-09,nowcast,1.1,0.8,1.3,1,1.1,0.29
Astrahan oblast,2020-05-10,nowcast,1.1,0.8,1.2,1,1.1,0.32
Astrahan oblast,2020-05-11,nowcast,1,0.8,1.3,1,1.1,0.33
Astrahan oblast,2020-05-12,nowcast,1,0.8,1.2,1,1.1,0.34
Astrahan oblast,2020-05-13,forecast,1,0.8,1.3,0.9,1.1,0.36
Astrahan oblast,2020-05-14,forecast,1.1,0.8,1.4,1,1.2,0.36
Astrahan oblast,2020-05-15,forecast,1.1,0.8,1.4,0.9,1.2,0.37
Astrahan oblast,2020-05-16,forecast,1.1,0.7,1.4,0.9,1.2,0.38
Astrahan oblast,2020-05-17,forecast,1.1,0.7,1.4,0.9,1.2,0.39
Astrahan oblast,2020-05-18,forecast,1.1,0.7,1.4,0.9,1.2,0.4
Astrahan oblast,2020-05-19,forecast,1,0.7,1.4,0.9,1.2,0.4
Astrahan oblast,2020-05-20,forecast,1,0.7,1.4,0.9,1.2,0.42
Astrahan oblast,2020-05-21,forecast,1.1,0.6,1.4,0.9,1.2,0.4
Astrahan oblast,2020-05-22,forecast,1,0.6,1.5,0.9,1.2,0.42
Astrahan oblast,2020-05-23,forecast,1,0.6,1.5,0.9,1.2,0.41
Astrahan oblast,2020-05-24,forecast,1,0.6,1.4,0.9,1.2,0.43
Astrahan oblast,2020-05-25,forecast,1.1,0.6,1.5,0.9,1.2,0.42
Astrahan oblast,2020-05-26,forecast,1,0.6,1.5,0.9,1.2,0.43
Belgorod oblast,2020-04-10,nowcast,1.5,1,2,1.3,1.7,0.04
Belgorod oblast,2020-04-11,nowcast,1.5,1,2,1.3,1.7,0.03
Belgorod oblast,2020-04-12,nowcast,1.5,1,1.9,1.3,1.6,0.03
Belgorod oblast,2020-04-13,nowcast,1.4,1,1.9,1.3,1.6,0.03
Belgorod oblast,2020-04-14,nowcast,1.4,1,1.9,1.3,1.6,0.03
Belgorod oblast,2020-04-15,nowcast,1.4,1,1.8,1.2,1.5,0.04
Belgorod oblast,2020-04-16,nowcast,1.4,1,1.7,1.2,1.5,0.04
Belgorod oblast,2020-04-17,nowcast,1.3,1,1.7,1.2,1.5,0.05
Belgorod oblast,2020-04-18,nowcast,1.3,0.9,1.6,1.2,1.4,0.06
Belgorod oblast,2020-04-19,nowcast,1.3,1,1.6,1.1,1.4,0.06
Belgorod oblast,2020-04-20,nowcast,1.3,0.9,1.6,1.1,1.4,0.07
Belgorod oblast,2020-04-21,nowcast,1.2,1,1.5,1.1,1.3,0.08
Belgorod oblast,2020-04-22,nowcast,1.2,0.9,1.5,1.1,1.3,0.09
Belgorod oblast,2020-04-23,nowcast,1.2,1,1.5,1.1,1.3,0.08
Belgorod oblast,2020-04-24,nowcast,1.2,0.9,1.4,1.1,1.3,0.08
Belgorod oblast,2020-04-25,nowcast,1.2,1,1.4,1.1,1.3,0.08
Belgorod oblast,2020-04-26,nowcast,1.2,1,1.4,1.1,1.3,0.08
Belgorod oblast,2020-04-27,nowcast,1.2,1,1.4,1.1,1.3,0.08
Belgorod oblast,2020-04-28,nowcast,1.2,1,1.5,1.1,1.3,0.06
Belgorod oblast,2020-04-29,nowcast,1.2,1,1.5,1.1,1.3,0.06
Belgorod oblast,2020-04-30,nowcast,1.2,1,1.5,1.1,1.3,0.05
Belgorod oblast,2020-05-01,nowcast,1.2,1,1.5,1.1,1.3,0.04
Belgorod oblast,2020-05-02,nowcast,1.2,1,1.5,1.1,1.3,0.04
Belgorod oblast,2020-05-03,nowcast,1.2,1,1.4,1.2,1.3,0.02
Belgorod oblast,2020-05-04,nowcast,1.2,1,1.5,1.1,1.3,0.02
Belgorod oblast,2020-05-05,nowcast,1.2,1,1.5,1.2,1.3,0.02
Belgorod oblast,2020-05-06,nowcast,1.2,1,1.4,1.2,1.3,0.03
Belgorod oblast,2020-05-07,nowcast,1.2,1,1.4,1.1,1.3,0.04
Belgorod oblast,2020-05-08,nowcast,1.2,1,1.4,1.1,1.3,0.07
Belgorod oblast,2020-05-09,nowcast,1.1,0.9,1.3,1.1,1.2,0.11
Belgorod oblast,2020-05-10,nowcast,1.1,0.9,1.3,1.1,1.2,0.13
Belgorod oblast,2020-05-11,nowcast,1.1,0.9,1.3,1,1.2,0.18
Belgorod oblast,2020-05-12,nowcast,1.1,0.9,1.2,1,1.1,0.23
Belgorod oblast,2020-05-13,forecast,1.1,0.9,1.3,1,1.2,0.22
Belgorod oblast,2020-05-14,forecast,1.1,0.8,1.4,1,1.2,0.24
Belgorod oblast,2020-05-15,forecast,1.1,0.8,1.4,1,1.2,0.25
Belgorod oblast,2020-05-16,forecast,1.1,0.8,1.4,1,1.3,0.27
Belgorod oblast,2020-05-17,forecast,1.1,0.8,1.4,1,1.3,0.27
Belgorod oblast,2020-05-18,forecast,1.1,0.8,1.4,1,1.2,0.27
Belgorod oblast,2020-05-19,forecast,1.1,0.8,1.5,1,1.3,0.29
Belgorod oblast,2020-05-20,forecast,1.1,0.7,1.5,0.9,1.2,0.3
Belgorod oblast,2020-05-21,forecast,1.1,0.7,1.5,1,1.3,0.3
Belgorod oblast,2020-05-22,forecast,1.1,0.7,1.5,1,1.3,0.32
Belgorod oblast,2020-05-23,forecast,1.1,0.7,1.5,1,1.3,0.31
Belgorod oblast,2020-05-24,forecast,1.1,0.6,1.5,0.9,1.3,0.32
Belgorod oblast,2020-05-25,forecast,1.1,0.7,1.6,0.9,1.3,0.33
Belgorod oblast,2020-05-26,forecast,1.1,0.6,1.5,1,1.3,0.33
Briansk oblast,2020-04-04,nowcast,1.4,1,1.9,1.3,1.6,0.04
Briansk oblast,2020-04-05,nowcast,1.4,1,1.8,1.2,1.5,0.05
Briansk oblast,2020-04-06,nowcast,1.3,1,1.7,1.2,1.5,0.04
Briansk oblast,2020-04-07,nowcast,1.3,1,1.7,1.2,1.5,0.05
Briansk oblast,2020-04-08,nowcast,1.3,1,1.7,1.2,1.5,0.04
Briansk oblast,2020-04-09,nowcast,1.3,1,1.7,1.2,1.5,0.02
Briansk oblast,2020-04-10,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
Briansk oblast,2020-04-11,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
Briansk oblast,2020-04-12,nowcast,1.4,1.1,1.7,1.2,1.4,0.01
Briansk oblast,2020-04-13,nowcast,1.4,1.1,1.7,1.2,1.4,0.01
Briansk oblast,2020-04-14,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
Briansk oblast,2020-04-15,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
Briansk oblast,2020-04-16,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
Briansk oblast,2020-04-17,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
Briansk oblast,2020-04-18,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
Briansk oblast,2020-04-19,nowcast,1.3,1,1.5,1.2,1.4,0.02
Briansk oblast,2020-04-20,nowcast,1.3,1,1.5,1.2,1.3,0.02
Briansk oblast,2020-04-21,nowcast,1.2,1,1.5,1.2,1.3,0.03
Briansk oblast,2020-04-22,nowcast,1.2,1,1.4,1.2,1.3,0.03
Briansk oblast,2020-04-23,nowcast,1.2,1,1.4,1.1,1.3,0.04
Briansk oblast,2020-04-24,nowcast,1.2,1,1.4,1.1,1.3,0.05
Briansk oblast,2020-04-25,nowcast,1.2,1,1.3,1.1,1.2,0.08
Briansk oblast,2020-04-26,nowcast,1.1,0.9,1.3,1.1,1.2,0.12
Briansk oblast,2020-04-27,nowcast,1.1,0.9,1.3,1,1.2,0.21
Briansk oblast,2020-04-28,nowcast,1.1,0.9,1.2,1,1.1,0.3
Briansk oblast,2020-04-29,nowcast,1,0.9,1.2,1,1.1,0.39
Briansk oblast,2020-04-30,nowcast,1,0.8,1.2,1,1.1,0.44
Briansk oblast,2020-05-01,nowcast,1,0.8,1.1,0.9,1.1,0.48
Briansk oblast,2020-05-02,nowcast,1,0.9,1.1,1,1.1,0.48
Briansk oblast,2020-05-03,nowcast,1,0.9,1.2,1,1.1,0.43
Briansk oblast,2020-05-04,nowcast,1,0.9,1.2,1,1.1,0.35
Briansk oblast,2020-05-05,nowcast,1,0.9,1.2,1,1.1,0.26
Briansk oblast,2020-05-06,nowcast,1.1,0.9,1.2,1,1.1,0.19
Briansk oblast,2020-05-07,nowcast,1.1,0.9,1.3,1,1.2,0.12
Briansk oblast,2020-05-08,nowcast,1.1,1,1.3,1,1.2,0.07
Briansk oblast,2020-05-09,nowcast,1.1,1,1.3,1.1,1.2,0.05
Briansk oblast,2020-05-10,nowcast,1.1,1,1.3,1.1,1.2,0.06
Briansk oblast,2020-05-11,nowcast,1.1,1,1.3,1.1,1.2,0.06
Briansk oblast,2020-05-12,nowcast,1.1,1,1.3,1.1,1.2,0.05
Briansk oblast,2020-05-13,forecast,1.1,0.9,1.3,1.1,1.2,0.13
Briansk oblast,2020-05-14,forecast,1.1,0.9,1.3,1,1.2,0.15
Briansk oblast,2020-05-15,forecast,1.1,0.9,1.4,1,1.2,0.18
Briansk oblast,2020-05-16,forecast,1.1,0.9,1.4,1,1.2,0.21
Briansk oblast,2020-05-17,forecast,1.1,0.8,1.4,1,1.2,0.21
Briansk oblast,2020-05-18,forecast,1.1,0.8,1.4,1,1.2,0.23
Briansk oblast,2020-05-19,forecast,1.1,0.8,1.4,1,1.2,0.26
Briansk oblast,2020-05-20,forecast,1.1,0.8,1.5,1,1.2,0.24
Briansk oblast,2020-05-21,forecast,1.1,0.8,1.5,1,1.3,0.27
Briansk oblast,2020-05-22,forecast,1.1,0.8,1.5,1,1.2,0.26
Briansk oblast,2020-05-23,forecast,1.1,0.8,1.5,1,1.3,0.27
Briansk oblast,2020-05-24,forecast,1.1,0.8,1.5,1,1.3,0.29
Briansk oblast,2020-05-25,forecast,1.1,0.7,1.5,1,1.3,0.29
Briansk oblast,2020-05-26,forecast,1.1,0.7,1.6,0.9,1.3,0.3
Chechen republic,2020-04-08,nowcast,1.5,1.1,2.1,1.3,1.7,0.02
Chechen republic,2020-04-09,nowcast,1.5,1,1.9,1.3,1.7,0.02
Chechen republic,2020-04-10,nowcast,1.4,1,1.8,1.2,1.5,0.04
Chechen republic,2020-04-11,nowcast,1.4,1,1.8,1.2,1.5,0.04
Chechen republic,2020-04-12,nowcast,1.3,0.9,1.7,1.2,1.4,0.07
Chechen republic,2020-04-13,nowcast,1.3,0.9,1.6,1.1,1.4,0.12
Chechen republic,2020-04-14,nowcast,1.2,0.8,1.5,1.1,1.3,0.17
Chechen republic,2020-04-15,nowcast,1.1,0.8,1.4,1,1.2,0.26
Chechen republic,2020-04-16,nowcast,1.1,0.8,1.3,0.9,1.2,0.38
Chechen republic,2020-04-17,nowcast,1,0.7,1.3,0.9,1.1,0.51
Chechen republic,2020-04-18,nowcast,1,0.7,1.2,0.9,1.1,0.61
Chechen republic,2020-04-19,nowcast,0.9,0.7,1.2,0.8,1,0.67
Chechen republic,2020-04-20,nowcast,0.9,0.7,1.2,0.9,1,0.69
Chechen republic,2020-04-21,nowcast,0.9,0.7,1.2,0.8,1,0.68
Chechen republic,2020-04-22,nowcast,1,0.7,1.2,0.9,1,0.64
Chechen republic,2020-04-23,nowcast,1,0.7,1.3,0.9,1,0.58
Chechen republic,2020-04-24,nowcast,1,0.8,1.3,0.9,1.1,0.51
Chechen republic,2020-04-25,nowcast,1,0.8,1.3,0.9,1.1,0.44
Chechen republic,2020-04-26,nowcast,1,0.8,1.3,0.9,1.1,0.37
Chechen republic,2020-04-27,nowcast,1.1,0.8,1.3,0.9,1.1,0.33
Chechen republic,2020-04-28,nowcast,1.1,0.8,1.3,1,1.1,0.3
Chechen republic,2020-04-29,nowcast,1.1,0.8,1.3,1,1.2,0.29
Chechen republic,2020-04-30,nowcast,1.1,0.8,1.3,1,1.2,0.28
Chechen republic,2020-05-01,nowcast,1.1,0.8,1.3,1,1.1,0.32
Chechen republic,2020-05-02,nowcast,1,0.8,1.3,1,1.2,0.37
Chechen republic,2020-05-03,nowcast,1,0.8,1.3,1,1.1,0.42
Chechen republic,2020-05-04,nowcast,1,0.7,1.2,0.9,1.1,0.49
Chechen republic,2020-05-05,nowcast,1,0.7,1.2,0.9,1.1,0.52
Chechen republic,2020-05-06,nowcast,1,0.7,1.2,0.9,1.1,0.53
Chechen republic,2020-05-07,nowcast,1,0.7,1.2,0.9,1.1,0.57
Chechen republic,2020-05-08,nowcast,1,0.7,1.2,0.9,1,0.59
Chechen republic,2020-05-09,nowcast,1,0.7,1.2,0.9,1,0.61
Chechen republic,2020-05-10,nowcast,1,0.7,1.2,0.9,1,0.6
Chechen republic,2020-05-11,nowcast,1,0.7,1.2,0.9,1.1,0.6
Chechen republic,2020-05-12,nowcast,1,0.7,1.2,0.9,1.1,0.57
Cheliabinsk oblast,2020-04-01,nowcast,1.3,0.6,2.1,0.9,1.5,0.23
Cheliabinsk oblast,2020-04-02,nowcast,1.4,0.6,2.2,1,1.6,0.17
Cheliabinsk oblast,2020-04-03,nowcast,1.4,0.7,2.3,1,1.6,0.15
Cheliabinsk oblast,2020-04-04,nowcast,1.5,0.8,2.4,1.1,1.7,0.1
Cheliabinsk oblast,2020-04-05,nowcast,1.6,0.9,2.4,1.2,1.8,0.07
Cheliabinsk oblast,2020-04-06,nowcast,1.6,0.9,2.3,1.3,1.8,0.05
Cheliabinsk oblast,2020-04-07,nowcast,1.6,1,2.3,1.3,1.8,0.03
Cheliabinsk oblast,2020-04-08,nowcast,1.7,1.1,2.4,1.3,1.8,0.02
Cheliabinsk oblast,2020-04-09,nowcast,1.7,1.1,2.3,1.4,1.9,0.02
Cheliabinsk oblast,2020-04-10,nowcast,1.7,1.1,2.3,1.4,1.8,0.01
Cheliabinsk oblast,2020-04-11,nowcast,1.7,1.2,2.3,1.5,1.9,0.01
Cheliabinsk oblast,2020-04-12,nowcast,1.7,1.2,2.2,1.5,1.9,0.01
Cheliabinsk oblast,2020-04-13,nowcast,1.7,1.2,2.2,1.4,1.8,0.01
Cheliabinsk oblast,2020-04-14,nowcast,1.6,1.2,2.1,1.4,1.8,0.01
Cheliabinsk oblast,2020-04-15,nowcast,1.6,1.2,2.1,1.4,1.8,0
Cheliabinsk oblast,2020-04-16,nowcast,1.6,1.2,2,1.4,1.7,0
Cheliabinsk oblast,2020-04-17,nowcast,1.6,1.2,2,1.4,1.7,0.01
Cheliabinsk oblast,2020-04-18,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
Cheliabinsk oblast,2020-04-19,nowcast,1.5,1.1,1.8,1.3,1.6,0.01
Cheliabinsk oblast,2020-04-20,nowcast,1.4,1.1,1.7,1.3,1.5,0.02
Cheliabinsk oblast,2020-04-21,nowcast,1.3,1,1.6,1.2,1.5,0.03
Cheliabinsk oblast,2020-04-22,nowcast,1.3,1,1.5,1.2,1.4,0.05
Cheliabinsk oblast,2020-04-23,nowcast,1.2,1,1.4,1.1,1.3,0.08
Cheliabinsk oblast,2020-04-24,nowcast,1.2,0.9,1.4,1.1,1.2,0.13
Cheliabinsk oblast,2020-04-25,nowcast,1.1,0.9,1.4,1.1,1.2,0.14
Cheliabinsk oblast,2020-04-26,nowcast,1.1,0.9,1.3,1,1.2,0.14
Cheliabinsk oblast,2020-04-27,nowcast,1.1,0.9,1.3,1.1,1.2,0.12
Cheliabinsk oblast,2020-04-28,nowcast,1.1,0.9,1.3,1.1,1.2,0.13
Cheliabinsk oblast,2020-04-29,nowcast,1.1,0.9,1.3,1.1,1.2,0.12
Cheliabinsk oblast,2020-04-30,nowcast,1.1,0.9,1.3,1,1.2,0.11
Cheliabinsk oblast,2020-05-01,nowcast,1.1,0.9,1.3,1.1,1.2,0.11
Cheliabinsk oblast,2020-05-02,nowcast,1.1,0.9,1.3,1.1,1.2,0.1
Cheliabinsk oblast,2020-05-03,nowcast,1.1,1,1.3,1.1,1.2,0.09
Cheliabinsk oblast,2020-05-04,nowcast,1.1,1,1.3,1.1,1.2,0.09
